Waffensachkunde,1.2.18 Ist Sportschützen der Erwerb und die anschließende Nutzung von Kurzwaffenmagazinen mit einer Kapazität von mehr als 20 Patronen und Langwaffenmagazinen mit einer Kapazität von mehr als 10 Patronen gestattet (wechselbares Magazin)?,"Ja, wenn damit nachweislich dynamische Disziplinen (IPSC) absolviert werden.","Ja, allerdings nur zu Trainingszwecken und nicht im Rahmen von Wettkämpfen.","Nein, da solche Magazine für Privatpersonen verboten sind.",,,,,,,,
Waffensachkunde,1.2.19 Welche Waffe kann nur mit einer grünen Waffenbesitzkarte (mit Voreintrag) erworben werden?,Druckluftwaffe mit dem Zeichen „F im Fünfeck“,Armbrust,Kurzwaffe mit Kaliber .357 SIG,,,,,,,,
Waffensachkunde,1.2.20 Welcher Nachweis ist als Erwerbsberechtigung von halbautomatischen Kurzwaffen für Sportschützen erforderlich?,Waffenbesitzkarte mit Voreintrag,Schießbuch,Sportschützenausweis,,,,,,,,
Waffensachkunde,1.2.22 Für Erwerb und Besitz welcher Waffen bedarf es keiner Waffenbesitzkarte?,"Druckluftwaffen, die das Zulassungszeichen „F im Fünfeck“ tragen.","Schreckschuss-, Reizstoff- und Signalwaffen, die das Zulassungszeichen „PTB im Kreis“ tragen.","Spielzeugwaffen mit einer Mündungsenergie von mehr als 0,5 Joule (ohne „F im Fünfeck“).",,,,,,,,
Waffensachkunde,1.2.23 Wie können Sie als 19-jähriger Sportschütze Ihre persönliche Eignung für den dauerhaften Erwerb einer halbautomatischen Pistole im Kaliber „.45 Auto“ gegenüber der Behörde nachweisen?,Durch ein fachärztliches Gutachten.,Durch eine Bescheinigung eines anerkannten Schießsportverbandes.,Es besteht keine Möglichkeit des Erwerbs in diesem Alter.,,,,,,,,
Waffensachkunde,1.2.24 Wer benötigt als Sportschütze ein amts- oder fachärztliches oder fachpsychologisches Gutachten?,"Sportschützen, die das 25. Lebensjahr noch nicht vollendet haben und erstmalig eine erlaubnis- und bedürfnispflichtige Großkaliberwaffe erwerben wollen.","Sportschützen, die das 25. Lebensjahr noch nicht vollendet haben und erstmalig eine Einzellader-Flinten bis Kaliber 12 erwerben wollen.","Sportschützen, die das 25. Lebensjahr noch nicht vollendet haben und erstmalig eine Schusswaffe bis Kaliber .22lr (mit Randzündung) erwerben wollen.",,,,,,,,
Waffensachkunde,1.2.25 Welche Schusswaffen dürfen Sie als 20-jähriger Sportschütze ohne vorheriges Gutachten über Ihre persönliche Eignung dauerhaft erwerben?,halbautomatische Pistole im Kaliber 9 mm Luger,Double-Action-Revolver im Kaliber .357 Magnum,Bockflinte im Kaliber 12/70,,,,,,,,
Waffensachkunde,1.2.27 Welche der nebenstehend aufgeführten Schusswaffen kann mit der Waffenbesitzkarte für Sportschützen (gelbe WBK) erworben werden?,halbautomatische Langwaffe,einläufige Einzellader-Kurzwaffe,halbautomatische Kurzwaffe,,,,,,,,
Waffensachkunde,1.2.28 Darf ein Sportschütze seine Repetierbüchse im Kaliber .22lr mit einem Schalldämpfer ausstatten?,"Nein, Schalldämpfer sind im Bereich des sportlichen Schießens nur für Waffen bei denen Zentralfeuermunition genutzt wird gestattet.","Ja, Waffen die Munition mit Randfeuerzündung verschießen dürfen immer mit einem Schalldämpfer ausgestattet werden.","Nein, ein Sportschütze darf für keine seiner Waffen einen Schalldämpfer nutzen.",,,,,,,,
Waffensachkunde,1.2.29 Wie viele halbautomatische Büchsen darf ein Sportschütze maximal mit seiner gelben Waffenbesitzkarte erwerben bzw. diese darin eintragen lassen?,Keine,Bis zu zehn,Hier gibt es keine Einschränkungen.,,,,,,,,
Waffensachkunde,1.2.30 Wie viele Waffen darf ein Sportschütze maximal mit seiner gelben Waffenbesitzkarte erwerben bzw. diese darin eintragen lassen?,"Bis zu zehn Waffen, die gemäß den gesetzlichen Vorgaben mit der gelben Waffenbesitzkarte erworben werden dürfen.","Unbegrenzte Anzahl, jedoch nur wenn jeweils eine Bedürfnisbescheinigung des Verbandes vorliegt.","Unbegrenzte Anzahl, jedoch dürfen keine halbautomatischen Pistolen damit erworben bzw. darin eingetragen werden.",,,,,,,,
Waffensachkunde,1.2.31 Wie viele Schusswaffen dürfen Sie als Sportschütze maximal innerhalb von sechs Monaten bei entsprechendem Bedürfnis erwerben?,Zwei,Eine,Drei,,,,,,,,
Waffensachkunde,1.2.32 Dürfen Schalldämpfer für erlaubnispflichtige Schusswaffen erworben werden?,"Ja, für alle in der grünen WBK eingetragenen Waffen.",Nein,"Ja, jedoch unterliegen Schalldämpfer für erlaubnispflichtige Schusswaffen ebenfalls der Erlaubnispflicht.",,,,,,,,
Waffensachkunde,1.2.33 Welche Druckluftwaffen dürfen erlaubnisfrei erworben werden?,"Alle Druckluftwaffen, deren Geschossen eine Bewegungsenergie von weniger als 7,5 Joule erteilt wird.","Alle Druckluftwaffen, die vor dem 01.01.1970 hergestellt und in den Handel gebracht wurden.",Alle Druckluftwaffen mit dem Zulassungszeichen „F im Fünfeck“.,,,,,,,,
Waffensachkunde,1.2.34 Welche der folgendermaßen gekennzeichneten Waffen dürfen Sie grundsätzlich als volljährige Person erlaubnisfrei erwerben?,Der Aufdruck „Frei ab 18 Jahren“ ist auf allen wesentlichen Teilen der Waffe eingeprägt.,Auf der Waffe befindet sich das Zulassungszeichen (PTB im Kreis) oder das Zulassungszeichen (F im Fünfeck).,Auf der Waffe befinden sich die Zulassungszeichen „PTB im Viereck“ und das Zulassungszeichen (F im Fünfeck).,,,,,,,,
Waffensachkunde,"1.2.35 Braucht ein Volljähriger für den Erwerb von Druckluft-, Federdruck- oder CO2-Waffen eine Erwerbsberechtigung?","Ja, in jedem Fall.","Ja, wenn die Waffe mit „F im Fünfeck“ gekennzeichnet ist.","Nein, wenn die Waffe mit „F im Fünfeck“ gekennzeichnet ist.",,,,,,,,
Waffensachkunde,1.2.36 Sie haben in ihrer WBK einen Voreintrag für einen Revolver im Kaliber .38 Spezial. Ihr Waffenhändler bietet Ihnen zu einem sehr günstigen Preis ein Sondermodell im Kaliber .357 Mag. an. Dürfen Sie diesen erwerben?,"Ja, der Durchmesser (das Kaliber) ist ja gleich.","Nein, die Magnum-Patrone ist länger.","Nein, weil Sie keinen entsprechenden Voreintrag haben.",,,,,,,,
Waffensachkunde,1.2.37 An wen dürfen erlaubnispflichtige Pistolen verkauft werden?,Reservisten der Bundeswehr,Polizeibeamte,Personen mit Erwerbsberechtigung,,,,,,,,
Waffensachkunde,1.2.38 Wer benötigt keine Waffenbesitzkarte?,"Derjenige, der eine Druckluftwaffe, deren Geschosse eine Bewegungsenergie von nicht mehr als 7,5 Joule erteilt wurde und die mit dem Zulassungszeichen „F im Fünfeck“ gekennzeichnet ist, erwirbt.","Derjenige, der eine Schreckschuss-, Reizstoff- oder Signalwaffe mit dem Zulassungszeichen „PTB im Kreis“ erwirbt.","Derjenige, der eine Zündnadel-Pistole erwirbt, deren Modell vor dem 01.01.1871 hergestellt worden ist.",,,,,,,,
Waffensachkunde,1.2.39 Wer benötigt keine eigene Waffenbesitzkarte?,"Derjenige, der eine erlaubnispflichtige Schusswaffe nur vorübergehend auf einem Schießstand zum dortigen Schießen erwirbt.","Derjenige, der eine erlaubnispflichtige Schusswaffe nur vorübergehend für einen Zeitraum von weniger als einem Monat von einem Berechtigten leiht.","Derjenige, der eine erlaubnispflichtige Schusswaffe nur vorübergehend von einem Berechtigten zur gewerbsmäßigen Beförderung, bzw. Lagerung übernimmt.",,,,,,,,
Waffensachkunde,1.2.40 Welches Dokument berechtigt auch zum Erwerb von Munition?,Europäischer Feuerwaffenpass,Jagdschein (nur für Langwaffenmunition),Polizeidienstausweis,,,,,,,,
Waffensachkunde,1.2.41 Welche Erlaubnisse berechtigen zum Erwerb von Munition?,"Waffenbesitzkarte, sofern eine Munitionserwerbsberechtigung eingetragen ist.",Gültiger Jagdschein (Langwaffenmunition),Munitionserwerbsschein,,,,,,,,
Waffensachkunde,1.2.42 Berechtigt die grüne Waffenbesitzkarte zum Munitionserwerb?,"Ja, wenn ich Sportschütze bin.","Nur, soweit für die eingetragenen Waffen die Erlaubnis zum Munitionserwerb in der WBK vermerkt ist.","Nein, es ist immer zusätzlich ein Munitionserwerbsschein erforderlich.",,,,,,,,
Waffensachkunde,1.2.43 Mit welcher Erlaubnis kann Munition erworben werden?,Sportschützenausweis,Sportschützen-WBK (gelbe WBK),Sprengstofferlaubnis,,,,,,,,
Waffensachkunde,1.2.44 Eine Munitionserwerbsberechtigung für Patronen im Kaliber .357 Magnum berechtigt zum Erwerb von Munition...,auch im Kaliber .38 Special.,nur im Kaliber .357 Magnum.,auch im Kaliber 9 mm Luger.,,,,,,,,
Waffensachkunde,1.2.45 Ihre WBK lässt den Erwerb von Munition im Kaliber .357 Magnum zu. Dürfen Sie damit auch Munition 9 mm Luger erwerben?,"Ja, weil der Durchmesser nur einen minimalen Unterschied aufweist.",Nein,"Ja, aber ich muss später die Behörde informieren.",,,,,,,,
Waffensachkunde,1.2.46 Ihre WBK lässt den Erwerb von Munition im Kaliber 9 mm Luger zu. Dürfen Sie dann auch Munition im Kaliber 9 mm kurz erwerben?,"Ja, der Kaliberdurchmesser ist ja identisch.","Nur, wenn der Händler mir die Munition überlässt.","Nein, nur Patronen im Kaliber 9 mm Luger.",,,,,,,,
Waffensachkunde,1.2.47 Für welche Patronenmunition erhält der Pistolenschütze eine Erlaubnis?,Für Munition mit Hohlspitzgeschossen,Für Leuchtspurmunition,Für Betäubungsmunition zu Angriffszwecken,,,,,,,,
Waffensachkunde,1.2.48 Ist der Erwerb von Presslingen erlaubnispflichtig?,"Ja, Sprengstofferlaubnis erforderlich","Ja, Munitionserwerbsberechtigung erforderlich",Nein,,,,,,,,
Waffensachkunde,1.2.49 Darf man Schrotmunition in unbeschränkter Menge erwerben?,"Ja, auf dem Schießstand zum sofortigen Verbrauch lediglich auf dieser Schießstätte.","Ja, mit Erwerbsberechtigung",Nein,,,,,,,,
Waffensachkunde,1.2.50 Sie überlassen Ihre WBK-pflichtigen Schusswaffen Ihrem Vereinskollegen für die Dauer von 2 Monaten. Er will die Waffen ausprobieren und Ihnen gegebenenfalls abkaufen.,Das ist waffenrechtlich erlaubt.,Das ist waffenrechtlich nicht erlaubt.,WBK-Inhaber dürfen ihre Schusswaffen grundsätzlich immer tauschen.,,,,,,,,
Waffensachkunde,1.2.51 Sie überlassen einem Berechtigten auf Dauer Ihr GroßkaliberSportgewehr. Innerhalb welcher Frist müssen Sie Ihrer Behörde das Überlassen anzeigen?,2 Wochen,4 Wochen,1 Woche,,,,,,,,
Waffensachkunde,1.2.52 Darf man einem anderen Waffenbesitzkarteninhaber eine Waffe leihen?,"Ja, für einen von seinem Bedürfnis umfassten Zweck, aber nur vorübergehend, höchstens für einen Monat.","Ja, ohne Zweckbindung, aber nur vorübergehend, für die Dauer von maximal einen Monat.","Nein, es ist grundsätzlich eine behördliche Genehmigung erforderlich.",,,,,,,,
Waffensachkunde,1.2.53 Unter welchen Voraussetzungen darf Ihnen ein Waffenhändler eine erlaubnispflichtige Schusswaffe zum Ausprobieren ohne vorherige Erlaubnis der zuständigen Behörde überlassen?,Überhaupt nicht. Ohne vorherige Erlaubnis ist das immer verboten.,Das ist waffenrechtlich für die Dauer von bis zu sechs Wochen ohne weitere Voraussetzung erlaubt.,"Das ist nur erlaubt, wenn man bereits eine WBK besitzt und der Erwerb vorübergehend ist (höchstens einen Monat).",,,,,,,,
Waffensachkunde,1.2.54 Was hat der Erbe einer Schusswaffe zu veranlassen?,Benachrichtigung des Nachlassgerichts,Änderung der WBK des Verstorbenen,Beantragung einer WBK bei der zuständigen Waffenbehörde binnen eines Monats nach Annahme der Erbschaft,,,,,,,,
Waffensachkunde,1.2.55 Was muss ein gesetzlicher Erbe einer Schusswaffe tun?,"Innerhalb eines Monats nach Annahme der Erbschaft die Ausstellung einer WBK beantragen, sofern die Schusswaffe nicht vorher einem Berechtigten überlassen oder unbrauchbar gemacht wird.",Änderung der WBK des Verstorbenen beantragen.,"Ein Erbe ohne waffenrechtliches Bedürfnis muss die geerbte Waffe blockieren lassen, soweit ein geeignetes Blockiersystem verfügbar ist.",,,,,,,,
Waffensachkunde,"1.2.56 Sie wollen eine Waffe mit einem anderen Berechtigten dauerhaft tauschen, was müssen Sie berücksichtigen?","Ein Waffentausch ist gesetzlich nicht vorgesehen, jeder muss für die angestrebte Waffe erwerbsberechtigt sein und den Erwerb, sowie das Überlassen der anderen Waffe seiner zuständigen Behörde fristgerecht melden.","Ein Waffentausch ist nur dann waffenrechtlich zulässig, wenn die Waffenart und das Kaliber gleich bleiben Anschließend ist die zuständige Behörde binnen von 14 Tagen zu informieren.",Ein Waffentausch darf nur zwischen den Inhabern zweier gleichartiger Erlaubnisse im Rahmen des von ihrem Bedürfnis umfassten Zweckes erfolgen (z.B. nur zwei Sportschützen).,,,,,,,,
Waffensachkunde,"1.2.57 Welcher Sportschütze muss sich einer amts- oder fachärztlichen oder fachpsychologischen Untersuchung unterziehen, um seine persönliche Eignung zum Waffenerwerb nachzuweisen?",18-jähriger Sportschütze für eine Kleinkaliberpistole (KK-Pistole),21-jähriger Sportschütze für ein Kleinkalibergewehr (KK-Gewehr),24-jähriger Sportschütze für eine als erste Großkaliberwaffe zu erwerbende halbautomatische Pistole im Kaliber .45 ACP,,,,,,,,
Waffensachkunde,1.2.58 Für den Erwerb welcher Schusswaffe bedarf es einer Waffenbesitzkarte?,mehrschüssiger Vorderlader-Revolver,CO2-Pistole mit Zeichen,Gaspistole mit Zulassungszeichen,,,,,,,,
Waffensachkunde,1.2.59 Für den Erwerb welcher der nachfolgend genannten Waffen bedarf es einer Waffenbesitzkarte?,"Druckluftgewehre ohne Zulassungszeichen „F im Fünfeck“, die nach dem 01.01.1970 hergestellt wurden (ausgenommen DDR-Produktion).","Perkussionsrevolver, deren Modell vor dem 01.01.1871 entwickelt wurde.",Waffen in 4 mm M20 mit den Zulassungszeichen „F im Fünfeck“ und „PTB im Viereck“.,,,,,,,,
Waffensachkunde,1.2.60 Schusswaffen können vorübergehend überlassen werden:,dem Inhaber einer WBK.,einer Person des persönlichen Vertrauens.,einer Person mit bestandener Sachkundeprüfung.,,,,,,,,
Waffensachkunde,"1.2.61 Wem darf auf einer Schießstätte eine Kleinkaliber-Pistole überlassen werden, wenn eine für die Jugendarbeit geeignete Aufsichtsperson zur Verfügung steht?","Einem 12-jährigen, wenn eine schriftliche oder elektronische Einverständniserklärung des Sorgeberechtigten vorliegt.","Einem 14-jährigen, wenn eine schriftliche oder elektronische Einverständniserklärung des Sorgeberechtigten vorliegt.","Einem 14-jährigen, aber nur wenn er Mitglied der Schützenjugend ist.",,,,,,,,
Waffensachkunde,1.2.62 Wem dürfen Sie während Ihres 3wöchigen Urlaubs ihre erlaubnispflichtigen Schusswaffen zur Aufbewahrung überlassen?,befreundeten Polizeibeamten,Inhabern einer Waffenbesitzkarte,"besonders vertrauenswürdigen Personen (z.B. Notar, Pfarrer)",,,,,,,,
Waffensachkunde,1.2.63 Wer benötigt keinen Waffenschein?,"Derjenige, der eine erlaubnispflichtige Kurzwaffe als Bewachungsunternehmer im Rahmen seiner Tätigkeit führt.","Derjenige, der eine erlaubnispflichtige Kurzwaffe während einer traditionellen Brauchtumsveranstaltung (z.B. Schützenaufmarsch) führt.","Derjenige, der als Inhaber eines gültigen Jagdscheins eine erlaubnispflichtige Kurzwaffe während der berechtigten Jagdausübung führt.",,,,,,,,
Waffensachkunde,1.2.64 Was darf der Inhaber eines Kleinen Waffenscheins?,"Schreckschuss-, Reizstoff- und Signalwaffen mit dem Zulassungszeichen „PTB im Kreis“ in der Öffentlichkeit (ausgenommen öffentliche Veranstaltungen) führen.",Druckluft- und CO2-Waffen mit dem Zulassungszeichen „F im Fünfeck“ in der Öffentlichkeit (ausgenommen öffentliche Veranstaltungen) führen.,"Erlaubnispflichtige Schusswaffen lediglich vorübergehend, höchstens aber für einen Monat von einem Berechtigen zur sicheren Lagerung übernehmen.",,,,,,,,
Waffensachkunde,1.2.65 Wozu berechtigt der Kleine Waffenschein?,"Zum Erwerb von Schreckschuss-, Reizstoff- und Signalwaffen, sofern diese das Zulassungszeichen „PTB im Kreis“ tragen.","Zum Besitz von Schreckschuss-, Reizstoff- und Signalwaffen, sofern diese das Zulassungszeichen „PTB im Kreis“ tragen.","Zum Führen von Schreckschuss-, Reizstoff- und Signalwaffen, sofern diese das Zulassungszeichen „PTB im Kreis“ tragen.",,,,,,,,
Waffensachkunde,"1.2.66 Welche Erlaubnisse berechtigen zum zugriffsbereiten Führen außerhalb der eigenen Wohnung, der eigenen Geschäftsräume und des eigenen befriedeten Besitztums einer Druckluftwaffe (mit Zulassungszeichen „F im Fünfeck“)?",Kleiner Waffenschein in Verbindung mit einem gültigen Ausweis,Waffenbesitzkarte in Verbindung mit Sportschützenausweis,Waffenschein oder behördliche Ausnahmegenehmigung,,,,,,,,
Waffensachkunde,1.2.67 Welche Gegenstände dürfen grundsätzlich nicht in der Öffentlichkeit geführt werden?,Anscheinswaffen (originalgetreue Imitate von Feuerwaffen),Schweizer Taschenmesser und Gurtschneider,Feststehende Messer mit einer Klingenlänge über 12 cm und Einhandmesser,,,,,,,,
Waffensachkunde,"1.2.68 Unter welchen Voraussetzungen dürfen Hieb- und Stoßwaffen, feststehende Messer mit einer Klingenlänge über 12 cm und Einhandmesser ausnahmsweise in der Öffentlichkeit geführt werden?","Für den Fall, dass man sich irgendwann einmal selbst verteidigen muss.",Beim Transport in einem verschlossenen Behältnis.,"Sofern ein berechtigtes Interesse am Führen vorliegt (z. B. im Zusammenhang mit der Berufsausübung, der Brauchtumspflege, dem Sport oder einem allgemein anerkannten Zweck).",,,,,,,,
Waffensachkunde,1.2.69 Wer benötigt einen Waffenschein?,Wer eine erlaubnispflichtige Schusswaffe besitzt.,Wer als Berechtigter mehr als drei Waffen zum Schießstand transportieren will.,"Wer eine Schusswaffe außerhalb der eigenen Wohnung, Geschäftsräume, des befriedeten Besitztums oder der Schießstätte zugriffsbereit führen möchte.",,,,,,,,
Waffensachkunde,1.2.70 Zum Führen welcher Waffen benötigt man keine Erlaubnis?,Waffen mit dem Zeichen,Reizstoff-Sprühdosen mit dem Zeichen,Waffen mit dem Zeichen,,,,,,,,
Waffensachkunde,1.2.71 Für welche Art des Umgangs mit Schusswaffen benötigt man einen Waffenschein?,Transport einer erlaubnispflichtigen Waffe zum Schießstand,Selbstschutz zu Hause,Zugriffsbereites Führen einer erlaubnispflichtigen Waffe auf der Straße,,,,,,,,
Waffensachkunde,1.2.72 Als Erlaubnis zum zugriffsbereiten Führen einer Waffe braucht man den Kleinen Waffenschein für...,"Druckluft-, Federdruck-, CO2 Waffen.","Schreckschuss-, Reizstoff-, Signalwaffen mit dem Zeichen „PTB im Kreis“ (PTB = Physikalisch-Technische Bundesanstalt).","Feuerwaffen, die nicht zugriffs- und nicht schussbereit transportiert werden.",,,,,,,,
Waffensachkunde,1.2.74 a) Welche Signalwaffen können erlaubnisfrei erworben werden? b) Dürfen diese zugriffsbereit geführt werden?,Signalwaffen mit dem Bauartzulassungszeichen „PTB im Kreis“ (PTB = PhysikalischTechnische Bundesanstalt).,Das Führen ist nur mit dem Kleinen Waffenschein erlaubt.,,,,,,,,,
Waffensachkunde,1.2.76 Wer benötigt einen Waffenschein?,Wer eine „scharfe“ Waffe zu Hause führt.,Wer eine Druckluftpistole unverpackt auf dem Rücksitz im PKW mitnimmt.,Wer mit der Armbrust auf einem Feld schießt.,,,,,,,,
Waffensachkunde,"1.2.77 Bei welcher der nebenstehend aufgeführten Schusswaffen benötigt man einen Waffenschein, wenn man sie außerhalb der Wohnung zugriffsbereit „bei sich“ hat?",doppelläufiges Steinschlossgewehr (Modell vor 1871),"Druckluftpistole mit einer Mündungsenergie bis zu 7,5 Joule",Steinschloss-Duellpistole (Modell vor 1871),,,,,,,,
Waffensachkunde,"1.2.78 Einer Erlaubnis zum Führen einer erlaubnispflichtigen Schusswaffe bedarf nicht,",wer diese beim Schießen auf Schießstätten zu einem vom Bedürfnis umfassten Zweck oder im Zusammenhang damit verwendet.,wer die Waffe als Sportschütze unverpackt auf dem PKW-Rücksitz zum Büchsenmacher bringt.,wer die Waffe seinen Freunden auf der Straße zeigt.,,,,,,,,
Waffensachkunde,1.2.79 Benötigen Sie zum Führen einer Druckluftpistole (mit Kennzeichnung „F im Fünfeck“) im Gürtelholster einen Waffenschein?,Ja,Nein,"Nur, wenn ich noch nicht volljährig bin.",,,,,,,,
Waffensachkunde,1.2.80 Welcher der genannten Gegenstände darf nicht ohne weiteres geführt werden?,Baseballschläger,"Klappmesser mit 14 cm langer, nicht feststellbarer einseitig geschliffener Klinge.",Kochmesser mit 14 cm langer Klinge.,Samuraischwert,Schlagstock,,,,,,
Waffensachkunde,1.2.81 Ist der Umgang mit sogenannten Pfeilabschussgeräten im Sinne des Waffengesetzes erlaubnispflichtig und der Eintrag in eine Waffenbesitzkarte erforderlich?,"Ja, da Pfeilabschussgeräte nicht in der Anlage 2 Unterabschnitt 2 erlaubnisfreie Arten des Umgangsgenannt sind.","Nein, sie sind waffenrechtlich wie Armbrüste einzuordnen.",,,,,,,,,
Waffensachkunde,1.2.82 Um Ihre Vorderschaftrepetierflinte leichter transportieren zu können ersetzen Sie den normalen Schaft durch einen Pistolengriff.,Das ist verboten.,"Änderungen am Schaft sind zulässig, wenn die Waffe danach noch mindestens 61 cm lang ist.",Das ist nur Jägern erlaubt.,,,,,,,,
Waffensachkunde,1.2.83 Welche Legitimationspapiere sind beim Transport einer erlaubnispflichtigen Schusswaffe durch einen Sportschützen mitzuführen?,Personal-/Reisepass und Schützenausweis,Waffenbesitzkarte und Waffenschein,Personalausweis oder Reisepass und Waffenbesitzkarte,,,,,,,,
Waffensachkunde,"1.2.84 Welche Dokumente muss ein Sportschütze mitführen, der a) seine eigene erlaubnispflichtige Waffe zum Schießstand führt (nicht zugriffs- bzw. schussbereit) b) die erlaubnispflichtige Waffe eines anderen zum Schießstand führt (nicht zugriffs- bzw. schussbereit)?",Personalausweis oder Reisepass und WBK,"Personalausweis oder Reisepass, die eigene WBK und eine Bescheinigung des Überlassens mit Datum der Überlassung.",,,,,,,,,
Waffensachkunde,1.2.85 Welche Dokumente benötigen Sie zum zugriffsbereiten Führen einer bauartzugelassenen Schreckschusswaffe?,"Keine Dokumente erforderlich, da der Erwerb ja auch genehmigungsfrei ist.",Kleiner Waffenschein und Personalausweis oder Reisepass,Waffenbesitzkarte und Personalausweis oder Reisepass,,,,,,,,
Waffensachkunde,"1.2.86 Der Transport einer KleinkaliberSportpistole durch einen WBKInhaber bedarf keiner Erlaubnis, wenn diese…",im nicht einsehbaren Handschuhfach eines Pkw befördert wird.,versteckt am Körper getragen wird.,"ungeladen im verschlossenen Waffenkoffer befördert wird, wenn der Transport zu einem vom Bedürfnis umfassten Zweck erfolgt.",,,,,,,,
Waffensachkunde,1.2.87 Darf ein Anderer als der WBKInhaber dessen Kurzwaffe zur Instandsetzung zum Waffengeschäft bringen?,"Ja, wenn er Inhaber einer WBK ist oder die Waffe gewerblich transportiert.","Nein, das ist nicht erlaubt.",Das muss immer erst bei der Behörde beantragt werden.,,,,,,,,
Waffensachkunde,"1.2.90 Erlaubnisfreies Führen im Sinne des Waffengesetzes liegt vor, wenn man als WBK-Inhaber die Waffe...",bei einer Schützenhochzeit zum Spalier stehen verwendet.,"im verschlossenen Kofferraum des PKW, ungeladen und verpackt zum Schießstand fährt.",im verschlossenen Waffenkoffer zum Büchsenmacher transportiert.,,,,,,,,
Waffensachkunde,1.2.95 Ist der Transport einer erlaubnispflichtigen Schusswaffe durch den WBK-Inhaber von der Wohnung zum Schießstand zulässig?,Nur mit Waffenschein.,"Ja, wenn sie ungeladen und gesichert im Holster am Körper getragen wird.","Ja, wenn sie nicht zugriffsbereit und nicht schussbereit transportiert wird und dies vom Bedürfnis umfasst ist..",,,,,,,,
Waffensachkunde,"1.2.96 Eine Erlaubnis zum Führen einer Schusswaffe im Sinne des Waffengesetzes ist erforderlich, wenn",... sie entladen in der unverschlossenen Aktentasche mitgeführt wird.,... sie geladen in einer verschlossenen Aktentasche mitgeführt wird.,... sie sich entladen im unverschlossenen Handschuhfach eines PKW befindet und die Munition in einem Metallbehältnis mit Schwenkriegelschloss im Kofferraum mitgeführt wird.,,,,,,,,
Waffensachkunde,1.2.98 Welche Schusswaffen bzw. sonstigen Waffen dürfen Sie bei öffentlichen Veranstaltungen „bei sich“ haben?,"Erlaubt ist das Führen eines Schreckschussrevolvers, wenn ich den Kleinen Waffenschein habe.","Steinschlosspistole, weil diese nach dem WaffG ohnehin geführt werden darf.",Es dürfen keine Waffen im Sinne des § 1 Abs. 2 WaffG bei sich geführt werden.,,,,,,,,
Waffensachkunde,1.2.99 Kann man eine im Ausland erworbene erlaubnispflichtige Schusswaffe in die Bundesrepublik einführen/verbringen?,"Ja, ohne Einschränkung.","Ja, mit Waffenbesitzkarte.","Ja, mit Verbringungserlaubnissen der zuständigen Behörden.",,,,,,,,
Waffensachkunde,"1.2.100 Unter welchen Voraussetzungen darf man eine im Ausland erworbene Schusswaffe, die in der Bundesrepublik Deutschland erlaubnispflichtig ist, in das Bundesgebiet einführen?","Nur, wenn man im Besitz einer in Deutschland gültigen Waffenbesitzkarte mit Voreintrag ist.","Nur, wenn man im Besitz eines Europäischen Feuerwaffenpasses ist.","Nur, wenn man im Besitz der entsprechenden Verbringungserlaubnisse ist.",,,,,,,,
Waffensachkunde,1.2.101 Was ist beim Verbringen von Schusswaffen über Staatsgrenzen immer zu beachten?,Beim Verbringen von Waffen nach Deutschland müssen vor Grenzübertritt die erforderlichen Erlaubnisse (z.B. Verbringungserlaubnis) vorliegen.,"Beim Verbringen von Waffen aus Deutschland müssen vor Grenzübertritt die erforderlichen Erlaubnisse des Ziellandes, der Bundesrepublik Deutschland und ggf. aller Transitländer vorliegen.",Es genügt immer eine deutsche WBK.,,,,,,,,
Waffensachkunde,"1.2.102 Was muss ein Waffenbesitzer veranlassen, wenn er seine erlaubnispflichtige Schusswaffe in einem anderen Mitgliedsstaat der Europäischen Union verkaufen möchte?","Nichts, der Verkauf von erlaubnispflichtigen Schusswaffen in das europäische Ausland ist generell erlaubnisfrei.","Der Waffenbesitzer lässt sich die Erwerbserlaubnis des Käufers vorlegen und überlässt diesem dann die Waffe. Der Käufer meldet die Waffe nach Erhalt in seinem Heimatland an. Anschließend schickt er dem Verkäufer eine Kopie der Anmeldung, damit dieser die Waffe bei seiner Behörde abmelden kann.","Er bittet den Käufer um Übersendung einer Erlaubnis des Empfängerlandes zur Einfuhr der Waffe. Anschließend beantragt der Verkäufer bei seiner zuständigen Behörde eine Erlaubnis zum dauerhaften Verbringen der Waffe ins Ausland. Erst nach Erlaubniserteilung darf die Waffe verbracht werden. (Die Behörde meldet die Erteilung der Ausfuhrerlaubnis dem Bundesverwaltungsamt, EUMeldedienst)",,,,,,,,
Waffensachkunde,1.2.103 Darf man als Inhaber einer Waffenbesitzkarte eine im Ausland erworbene Schusswaffe in die Bundesrepublik Deutschland einführen?,"Ja, aber nur wenn sich in der Waffenbesitzkarte ein entsprechender Voreintrag der zuständigen Erlaubnisbehörde befindet.","Ja, die Waffe ist innerhalb von 14 Tagen bei der zuständigen Erlaubnisbehörde anzumelden.","Nein, man benötigt vor der Einfuhr zunächst eine Verbringungserlaubnis seiner zuständigen Waffenbehörde und dann eine Verbringungserlaubnis des ausländischen Staates.",,,,,,,,
